十分	364365
稳定	364142
整体	363111
取得	363023
核心	362868
那种	362730
速度	362720
费用	361638
韩国	361522
领导	361241
图片	361113
公布	360846
哪里	360486
看待	359211
车型	358316
区域	358254
当地	357266
根本	355473
网友	354040
再次	353763
电脑	353511
结构	353118
消费	352358
针对	351361
支付	350450
推进	349424
法律	349352
加强	349123
快速	348651
所谓	348312
艺术	348222
移动	347694
这次	347685
打开	347671
人类	347409
即使	346484
车辆	345986
规模	345859
软件	345252
共同	345004
至少	344966
积极	342581
儿子	341097
满足	340448
加上	339955
及时	339947
往往	339207
目的	339167
一条	339076
自动	338526
公开	337504
资本	337460
战略	337413
意见	337013
数量	336793
证明	336112
回复	335963
英语	335544
父亲	335456
上市	335315
指数	334811
第二	334621
题主	334291
降低	333688
丰富	333227
成长	333213
结合	333024
更新	332776
绝对	332317
原来	332095
以为	332045
评论	331892
身边	330582
习惯	330348
设置	329673
连续	329364
深圳	328968
德国	328215
规划	327755
配置	327393
依然	326837
值得	326212
处于	325322
好像	325197
员工	325159
感情	324752
心理	324389
上涨	324046
运行	322980
形式	322916
预计	322286
房地产	321742
运营	321692
先生	320550
享受	320201
智能	320031
意思	319968
这一	319448
平时	319437
风格	319324
做到	319170
语言	319010
名字	318363
避免	317675
讨论	317493
不管	316970
打造	316412
学院	316409
多年	316396
行情	315479
重新	315224
时期	315195
优秀	314928
趋势	314808
毕竟	314678
也许	314632
升级	314500
正确	314382
做好	313757
实在	313728
苹果	313502
执行	313134
心里	312638
例如	312530
咨询	312472
人民	312247
女儿	311057
测试	310842
方案	310343
年度	309641
明确	309445
上面	309312
每年	308708
解释	308400
自身	307632
科学	307167
培训	306665
本次	306655
推动	306260
通常	306157
符合	305888
此次	305144
更是	305107
促进	305095
责任	305036
动力	304709
最新	304318
生命	304136
母亲	304033
作者	303589
行动	303349
微博	303336
股东	303034
人物	302654
哪个	302205
相比	301340
就要	301042
建筑	301007
力量	300208
计算	299911
它们	299829
离开	299295
举行	299218
下来	298598
现代	298512
双方	298153
酒店	297959
年代	297743
面积	297739
称为	297603
体系	297418
重大	296895
角度	296721
理论	296383
收益	296195
关键	296096
什么样	296001
男生	295488
不再	295373
原油	295235
一场	295066
搭配	295058
逐渐	294716
技能	293514
预期	292815
广州	292478
爱情	292358
为主	292304
儿童	291825
官方	291650
变得	291629
方便	291582
识别	291433
幸福	291239
下午	291232
似乎	291118
指出	289818
文件	288762
清楚	288752
广告	288730
法国	288561
明白	288532
衣服	288485
女孩	288411
制造	288112
月份	287926
身上	287820
自由	287503
一张	287280
仍然	287210
如今	287181
想法	287083
接触	286916
训练	286052
欧洲	285139
唯一	285100
终于	284589
颜色	284510
观点	284382
欢迎	283968
真实	283272
担心	283129
疾病	282514
同比	282335
保障	281886
安排	281761
房子	281064
不够	280525
主动	280075
年轻	279941
内部	279807
时尚	279805
男子	279529
当年	279504
从而	279339
吸引	278799
世纪	278659
回家	278154
节目	277931
公告	277853
发动机	277757
记得	277426
不了	277346
合同	277205
办理	276569
主题	275600
启动	274884
平均	274567
贷款	273764
在于	273072
放在	272963
融资	272214
现实	271982
商业	271807
特点	271799
永远	270714
背景	270557
宣布	270361
放弃	269757
俄罗斯	269177
两年	268824
感谢	268519
粉丝	268333
角色	268263
人才	268195
特色	267859
联合	267699
态度	267179
用于	267131
工业	266943
协议	266661
几天	266515
首次	266155
一件	265783
食品	265316
良好	265302
组合	265165
玩家	265036
本来	264811
老板	264661
回来	264603
概念	264574
医疗	264151
情绪	264058
地址	263950
考生	263668
集中	263570
反应	263519
指导	263485
如下	263076
利益	262961
宣传	262707
电视	261889
课程	261838
涉及	261415
距离	261245
改善	260425
人士	260388
老人	259394
市民	259307
及其	259018
类型	258825
慢慢	258601
突破	258447
必要	257968
股权	257903
统一	257581
经典	257575
动作	257495
农村	257099
小学	256924
今日	256548
大多数	256471
持有	256234
高考	256125
真是	255510
巨大	255313
区别	255192
安装	255052
高中	253912
伤害	253828
而言	253435
教师	253244
委员会	252693
做出	252653
声音	252595
营销	252543
担任	252499
追求	252259
最佳	251917
怎么样	251720
投入	251641
黄金	251437
培养	251189
思想	250913
老公	250722
一旦	250087
研发	250038
负责人	249922
金额	249913
判断	249791
不可	249697
相当	249650
意识	249507
近日	248701
支撑	248265
通知	248247
记录	247692
程序	247502
无论	247451
监管	247442
一部分	247247
恢复	247228
完美	246871
感到	246810
认真	246804
全新	246798
中央	246759
吃饭	246659
有着	246231
说话	246165
成员	246137
提醒	246108
来到	245946
居民	245686
随后	245443
之类	245320
群众	245214
限制	245143
几年	245007
下载	244801
原则	244730
表达	244677
人家	244455
百度	244166
商品	244050
尽管	243966
完善	243680
爸爸	243659
那样	242931
著名	242770
她们	241269
同意	241223
工作人员	241143
交通	241115
创造	240473
一款	240377
举办	240337
不足	240166
小米	240115
装备	239911
工具	239395
道路	239273
眼睛	239211
观众	239102
国外	238985
细节	238950
理由	238874
实力	238739
大陆	238721
竞争	238429
对象	238370
一份	238064
球队	237887
详细	237837
迅速	237372
采取	237359
掌握	237157
错误	236737
年龄	236679
工资	236474
症状	236472
回到	236312
思考	236301
拍摄	236159
债券	236158
招聘	235881
样子	235786
事业	235719
从事	235614
昨天	235293
拒绝	235141
不得	234965
有所	234473
近期	234360
三年	234255
教授	234161
策略	234097
上述	233690
大型	233533
平方公里	233335
确认	233157
足球	232723
两人	231615
指标	231464
编辑	230931
注册	230887
使得	230772
机制	230763
特殊	230534
实际上	230452
体现	230402
好看	230265
保险	229826
看着	229549
业绩	229512
明星	229380
提前	229366
或许	229243
手术	229173
上升	229013
学会	228916
直到	228802
描述	228710
不如	228685
超级	228657
就业	228502
沟通	228203
组成	228158
好好	228017
男朋友	227969
多个	227956
添加	227925
有个	227897
小编	227829
土地	227646
面临	227209
想到	227065
就算	226849
排名	226642
多次	226533
合理	226407
性格	226337
困难	226227
失败	225500
开放	225458
南京	224949
两种	224937
地位	224523
第一个	224338
应当	224316
技巧	224178
主任	224089
成熟	224056
昨日	223979
飞机	223757
男性	223056
电商	222821
为何	222755
很少	222752
死亡	222518
有时	221464
提示	221443
规范	221291
出去	221260
或是	221028
当前	220849
思维	220466
有时候	220463
家人	220253
版本	220067
快乐	220029
估计	219467
开心	219445
资格	219417
之外	219389
成都	218947
至于	217454
女子	217347
刚刚	217246
那里	216418
下跌	216269
装修	216039
数学	215720
人体	215608
大众	215408
强调	215275
份额	215246
动物	215213
召开	215148
司机	214669
较大	214601
渠道	214488
分为	214483
电子	214401
不敢	214291
截至	214276
做法	214247
没什么	214203
行政	214104
数字	214076
女朋友	213990
印度	213362
人数	213324
足够	212938
美丽	212871
直播	212861
刺激	212840
强大	212818
体育	212685
搜索	212564
推广	212499
提到	212462
分手	212394
意味着	211958
具备	211718
参考	211653
很快	211533
邀请	211386
发挥	211213
轻松	210682
维持	210424
看来	210395
合适	210226
联盟	210171
自我	210154
尝试	209678
反对	209638
面试	209587
展示	209546
配合	209429
一个月	209211
别的	208319
措施	208171
身份	208149
出生	208089
制定	207787
查看	207702
兴趣	207686
挑战	207462
正是	207200
观察	206870
重庆	206785
某些	206729
能量	206728
一路	206557
至今	206552
说法	206151
专门	205845
娱乐	205660
发表	205340
给予	204733
优惠	204177
期待	204168
收到	204141
转型	204106
生态	203799
每日	203634
房价	203172
球员	203052
不行	203009
增强	202687
小说	202608
即将	202486
确保	202292
在线	202257
话题	201979
战争	201966
失去	201933
还会	201883
接近	201710
其它	201646
算是	201609
杭州	201570
理念	201533
引发	201460
过来	201136
后面	201038
亚洲	200969
妻子	200822
总结	200651
民警	200638
鼓励	200610
游客	200605
众多	200422
一段	200411
地点	200273
下去	200010
常见	199992
赚钱	199783
智慧	199565
修改	199545
第三	199101
利润	199085
基于	198851
缺乏	198352
高度	198207
公园	198203
冠军	198030
铁路	197926
民族	197877
收购	197495
要是	197424
文明	197281
天气	197006
相应	196983
登记	196927
留下	196808
承担	196758
机场	196613
反映	196528
财富	196433
采访	196409
形象	196236
一线	196215
马上	196200
英雄	195795
一只	195760
心情	195680
减肥	195433
物质	195110
内心	195102
一边	194929
基本上	194703
理财	194373
一部	194152
寻找	193939
四个	193740
梦想	193532
大学生	193498
读书	193325
日常	193264
加快	193044
布局	192981
反而	192699
难以	192652
看起来	192368
严格	192035
充满	191897
海外	191749
复杂	191572
印象	191309
状况	191043
高速	190915
周围	190914
简称	190825
将会	190761
攻击	190649
一生	190599
差不多	190401
看见	190303
他人	190017
高级	189871
警方	189831
听到	189813
竟然	189767
驾驶	189445
当天	189373
性能	189336
味道	189222
总统	189212
上午	188923
广东	188877
岗位	188728
对此	188610
协会	188285
药物	188263
上市公司	188222
演员	187825
否则	187787
心态	187719
营养	187612
中学	187239
主席	187138
尽量	187123
统计	186956
亿美元	186813
此前	186722
大小	186640
维护	186066
背后	185734
好多	185694
老婆	185538
广场	185495
此时	185241
小区	184790
理想	184654
不知	184525
设立	184227
农业	183894
一段时间	183880
防止	183828
怀孕	183781
低于	183041
走势	182767
听说	182529
而已	182435
允许	182374
高校	182071
饮食	182061
环保	181769
估值	181768
论坛	181653
漂亮	181560
文字	181460
原文	181394
妹子	181241
定位	181178
留学	180668
手段	180585
导演	180502
精彩	180464
例子	180426
天津	180151
普遍	180087
教学	179967
这件	179893
空气	179857
人群	179670
表面	179613
货币	179475
优质	179234
资讯	179226
头发	179138
相同	178982
究竟	178900
含有	178850
一套	178840
维生素	178742
美食	178697
看过	178551
看出	178438
运用	178366
健身	178335
获取	177738
婚姻	177719
大幅	177415
小孩	177405
绿色	177356
路上	177087
多种	177035
深入	176869
公务员	176734
前往	176705
当中	176599
扩大	176596
简直	176594
很难	176487
基地	176010
大约	175898
显得	175839
难道	175701
改造	175326
看法	175274
拿到	175097
用来	175038
高端	174975
旅行	174646
打算	174199
地铁	174129
青年	174034
年轻人	174010
中间	173930
美好	173876
居然	173848
规则	173613
朋友圈	173612
同事	173609
一步	173571
研究生	173557
股市	173443
转载	173194
早上	173036
包含	172900
账户	172808
干净	172793
承认	172681
便宜	172670
无论是	172503
下方	172483
检测	171940
完整	171937
痛苦	171919
披露	171861
销量	171798
实验	171582
加大	171540
并非	171538
透露	171442
会计	171359
充分	171302
传播	171284
面前	171180
各地	171121
反弹	171112
既然	171090
职位	170735
分布	170732
淘宝	170648
预测	170486
评估	170421
大多	170109
整理	170083
这位	170029
日前	170011
办公室	169922
各类	169832
固定	169829
经理	169682
互动	169646
立即	169258
损失	169219
离婚	169202
案件	169178
危险	169163
尊重	169030
天天	168886
创作	168391
熟悉	167886
对比	167719
造型	167663
突出	167524
盈利	167486
本文	167453
利率	167428
品质	167366
生物	166573
事实	166307
展开	166162
女士	166154
自主	165902
连接	165737
其次	165680
库存	165630
最低	165527
有限	165462
关心	165373
山东	165348
效率	165347
温度	165334
想象	165311
独特	165106
厉害	164845
令人	164806
红色	164307
是从	164286
油价	163836
前面	163742
有趣	163586
恋爱	163556
大神	163548
构成	163426
引导	163309
住房	163011
名称	162917
武汉	162721
深度	162708
平衡	162580
一系列	162571
男友	162400
本科	162344
取消	162273
黑色	162033
流程	161877
案例	161786
重视	161754
现金	161727
姑娘	161601
优化	161482
报考	161374
接下来	161172
电视剧	161000
实行	160860
记忆	160741
实践	160738
累计	160580
定义	160566
各个	160407
一项	160186
麻烦	160178
题目	160100
震荡	160081
群体	159986
可爱	159889
出口	159801
准确	159799
板块	159684
睡觉	159555
摄影	159551
大会	159429
链接	159316
聊天	159240
日子	159008
法院	158993
依旧	158951
场景	158904
仅仅	158810
十年	158528
三星	158525
输入	158477
植物	158408
常常	158379
不得不	158309
适当	157942
上班	157935
监督	157801
搜狐	157748
加速	157740
我会	157709
广泛	157683
逻辑	156774
白色	156743
开启	156625
肌肉	156457
设施	156435
瞬间	155861
阳光	155573
调节	155562
紧张	155547
一块	155508
复制	155475
预防	155415
等待	155207
强化	154939
没想到	154916
年底	154865
机器人	154842
广大	154754
进口	154715
中医	154498
我要	154416
元素	153854
表明	153636
能否	153630
力度	153601
从来	153505
心中	153359
呈现	153169
适应	153138
我家	153091
吸收	153088
放入	153004
律师	152980
事项	152966
道理	152867
浙江	152740
声明	152608
的确	152265
上方	152191
落实	152021
华为	151990
事实上	151927
之中	151916
街道	151890
旗下	151761
锻炼	151704
干部	151677
短期	151625
兄弟	151606
成交	151495
始终	151486
事故	151425
一是	151409
留言	151351
青岛	151305
周期	151275
社交	150684
考研	150680
西方	150633
转移	150513
充足	150407
四川	150148
彻底	150105
先后	149596
特征	149582
逐步	149543
流行	149357
休息	149195
收费	149031
强烈	148907
意外	148607
地球	148531
水果	148531
腾讯	148514
原本	148244
女友	148239
表演	148175
物流	148148
融合	148096
移民	147982
联赛	147866
武器	147793
睡眠	147730
出台	147539
暂时	147526
曝光	147424
代码	147317
一周	147307
发出	147120
主体	146914
病人	146709
一致	146615
依据	146614
垃圾	146533
顺利	146433
气质	146375
千万	146209
知名	145989
提问	145940
作出	145790
害怕	145584
对手	145562
级别	145533
东北	145486
一片	145485
俱乐部	145407
探索	145317
随便	145041
较为	144981
把握	144981
赛季	144844
初中	144650
大师	144647
警察	144575
发布会	144412
英文	144393
止损	144326
两次	144271
付出	144013
感染	143857
画面	143699
覆盖	143667
环节	143632
意大利	143513
鸡蛋	143430
从小	143275
所在	143214
矛盾	143199
差距	142906
景区	142791
帮忙	142772
公共	142644
情感	142504
前提	142453
外观	142263
增速	142243
涨幅	142199
照顾	142127
保养	142090
部队	142045
一方面	141949
思路	141599
权利	141434
房屋	141378
见到	141320
招生	141154
路线	141136
赛事	141086
机器	140830
品种	140704
一座	140635
能源	140502
生长	140489
据说	140420
一半	140409
新能源	140086
典型	140030
停止	139952
承诺	139909
差异	139887
早期	139761
版权	139749
打电话	139700
共有	139596
周边	139577
原创	139531
房间	139325
车站	139198
适用	139074
农民	138935
石油	138832
江苏	138780
自信	138725
股价	138651
怀疑	138643
谢邀	138621
舒服	138392
董事会	138288
机关	138261
积累	137802
空调	137708
半年	137527
施工	137135
纷纷	137114
动画	137036
创意	137033
消失	137016
线路	136975
丈夫	136943
违法	136931
中有	136806
周末	136792
毕业生	136633
高手	136563
校园	136538
座椅	136437
多数	136226
回应	136087
打击	136028
计算机	136018
不算	136003
反正	135897
近年来	135891
夏天	135724
小时候	135580
先进	135482
硬件	135434
授权	135185
到达	135117
应对	134866
贡献	134659
太阳	134615
好吃	134576
河南	134555
物理	134163
练习	133920
进步	133919
二是	133728
分类	133618
难度	133504
剩下	133457
餐厅	133362
深刻	133330
新加坡	133296
作业	133286
肌肤	133256
西安	133222
犯罪	133045
删除	132994
现车	132979
屏幕	132642
好处	132426
女神	132294
专项	132243
选手	132222
商家	132188
翻译	132123
这部	132102
查询	132007
后期	131707
信心	131566
要么	131446
一带	131385
保留	131339
脂肪	131326
军队	131254
反复	131220
设计师	131103
必然	131018
总体	131014
歌曲	130866
分配	130717
异常	130674
东方	130555
长大	130463
博士	130428
热情	130374
部位	130294
简介	130210
会员	130063
整合	129959
想想	129871
家族	129793
一批	129769
属性	129719
偶尔	129694
一篇	129599
这时	129475
感动	129462
食用	129457
走向	129428
古代	129408
更为	129326
明天	129310
天下	129230
时刻	129137
认可	129006
队伍	128963
依法	128912
航空	128587
破坏	128511
细胞	128500
净值	128459
一辆	128398
治理	128357
胜利	128290
上线	128283
厂商	128185
以外	128139
坐在	128056
白银	128000
密码	127878
地图	127763
禁止	127754
蔬菜	127662
经销商	127655
另一方面	127628
全市	127548
迎来	127543
电池	127488
新增	127386
合并	127362
合格	127131
出发	126864
演出	126843
登陆	126828
几次	126785
协调	126783
规律	126599
某个	126522
第二天	126501
受伤	126466
注重	126314
审核	126098
董事长	126067
体内	125840
现有	125763
爆发	125743
主流	125702
给出	125698
可能性	125666
却是	125592
歌手	125588
遭遇	125457
单纯	125421
新疆	125408
官员	125204
色彩	125165
外面	125063
有望	124904
达成	124763
显然	124725
车主	124549
批准	124532
中文	124342
魅力	124303
懂得	124261
成就	124259
订阅	124078
出版	123964
上半年	123883
当初	123872
车身	123843
旁边	123842
云南	123829
前后	123602
最早	123574
进去	123565
出行	123457
满意	123438
最初	123419
小伙伴	123332
长时间	123233
跑步	123218
下滑	123179
已有	123153
清晰	123126
更换	122996
剧情	122991
等级	122964
跟着	122903
前期	122862
工厂	122857
新鲜	122790
收获	122775
领先	122735
期末	122650
据悉	122621
建成	122581
起到	122574
身材	122527
幼儿园	122461
成分	122431
青春	122426
缓解	122390
地产	122351
万人	122327
回忆	122309
有利于	122272
围绕	122230
战斗	122207
居住	122151
尴尬	122123
在家	122119
军事	122117
这句	122107
购物	121973
加拿大	121966
楼市	121830
学历	121790
各项	121739
美联储	121733
影响力	121597
功效	121560
顾客	121557
五年	121436
村民	121304
民间	121290
不久	121269
革命	121237
驱动	121214
西部	121173
个股	121158
录取	121155
之所以	121137
将来	121115
一本	120990
收藏	120901
两天	120851
像是	120754
日至	120728
舒适	120617
证据	120473
物品	120472
美女	120469
聪明	120445
董事	120431
杂志	120427
即便	120420
运动员	120362
本质	120314
补贴	120148
阿里	120141
央行	120123
辅助	120084
本书	120065
公路	119972
临时	119943
凌晨	119940
各自	119785
全世界	119729
随时	119702
夫妻	119304
充电	119231
个性	119011
成果	118800
重复	118798
休闲	118742
影片	118661
实习	118596
天然气	118519
体重	118480
一把	118475
修复	118388
行驶	118299
尚未	118181
国务院	118152
最为	118119
控股	118074
子女	117966
赶紧	117907
运作	117860
转让	117854
博物馆	117820
仪式	117796
对应	117761
加工	117697
释放	117675
互相	117652
苏联	117532
呵呵	117486
少年	117473
乘客	117471
污染	117301
一颗	117264
日起	117194
小心	117190
净利润	117056
贸易	117027
超市	117005
装饰	116987
财产	116904
信用	116690
并未	116638
专注	116573
认证	116505
也就是说	116493
波动	116461
想起	116416
疯狂	116383
伟大	116381
教练	116368
电动	116331
敏感	116143
退出	116136
标志	116061
强势	115896
湖南	115836
主力	115820
层面	115802
权力	115728
关联	115708
名单	115689
过度	115581
接到	115537
飞行	115480
不但	115400
监控	115393
整治	115305
大脑	114887
专辑	114880
共享	114847
过于	114840
地面	114781
欣赏	114767
之下	114717
更大	114687
医学	114370
一大	114366
大赛	114156
清洁	113981
手动	113959
全省	113909
募集	113901
相似	113861
女孩子	113860
温暖	113833
身高	113815
性质	113772
客观	113705
定制	113652
保存	113491
工艺	113438
福利	113378
信任	113218
生存	113152
活跃	113085
期货	113081
格局	113076
所说	113039
原理	112991
身份证	112968
出国	112882
对待	112864
标题	112858
相互	112784
大道	112622
年前	112617
每月	112595
海军	112553
北京市	112512
记载	112495
财务	112437
设定	112403
一辈子	112401
公平	112363
解答	112343
通道	112267
混合	112181
配套	112178
镜头	111976
天然	111956
真心	111942
玻璃	111883
新浪	111854
采购	111831
赢得	111748
高兴	111745
尺寸	111640
买入	111631
提交	111547
宿舍	111534
质疑	111525
流量	111339
节奏	111306
实用	111244
极大	111202
认定	111113
亏损	111111
男孩	111040
漫画	111015
西班牙	110832
对外	110818
供应	110801
期内	110662
机械	110616
开车	110611
宗教	110607
世界杯	110594
快递	110586
月底	110195
现货	110139
步骤	110079
一群	110041
动态	110004
文学	109987
定期	109925
出席	109852
相当于	109810
适量	109798
关闭	109720
冲击	109704
忘记	109604
审议	109603
当日	109491
延续	109489
自行车	109367
精准	109323
高于	109316
感兴趣	109291
咖啡	109220
回归	109211
区间	109174
学科	109149
房产	109120
清理	109102
日期	109076
京东	108948
恐怖	108935
转变	108919
均线	108651
配备	108602
冬天	108590
相处	108561
投资人	108515
理性	108506
高达	108466
道德	108341
书记	108253
解读	108015
不仅仅	107995
疼痛	107730
厦门	107519
知友	107453
概率	107426
创建	107329
硕士	107318
南方	107286
模型	107218
激烈	107164
余额	107049
同一	107025
福建	106963
带动	106823
中华人民共和国	106805
在内	106730
收益率	106636
列车	106618
市镇	106605
展现	106603
泰国	106548
售价	106432
本地	106332
批评	106302
牛奶	106239
传说	106170
出门	106160
新车	106105
笔者	106095
少女	106094
内地	106090
产能	105914
家中	105866
大盘	105855
巴西	105658
看好	105650
好奇	105568
走进	105491
好友	105471
投票	105371
出售	105338
可怕	105256
放松	105239
视觉	105235
命运	105187
超越	105110
脸上	105097
集体	105077
仔细	104853
病毒	104843
素质	104826
威胁	104719
搭载	104712
基层	104648
高效	104604
试试	104583
国产	104464
部署	104404
彼此	104401
金属	104390
讨厌	104363
买房	104363
姐姐	104355
上网	104308
上课	104258
指定	104150
基因	104117
记住	104061
四年	104027
所有人	103993
多么	103975
